applicant_id,Primary_applicant_age_in_years,Gender,Marital_status,Number_of_dependents,Housing,Years_at_current_residence,Employment_status,Foreign_worker,Savings_account_balance,Has_been_employed_for_at_least (year),Months_loan_taken_for,Purpose,Principal_loan_amount,EMI_rate_in_percentage_of_disposable_income,Property,Has_coapplicant,Has_guarantor,Number_of_existing_loans_at_this_bank,Loan_history,high_risk_applicant
1838961,22,male,married,1,own,1,employee,1,Low,0,30,FF&E,3832000,2,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
1414851,36,male,married,1,own,3,employee,1,Very high,0,18,business,1913000,3,real estate,0,0,1,existing loans paid back duly till now,0
1703163,25,female,separated,1,own,2,employee,1,Low,7,12,FF&E,2762000,1,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1
1543290,34,female,separated,1,own,3,qualified employee,1,Low,7,9,education,1501000,2,car or other,0,0,2,critical/pending loans at other banks,1
1787696,46,male,single,1,own,3,employee,1,Very high,1,18,electronic equipment,1149000,4,real estate,0,0,2,critical/pending loans at other banks,0
1771270,30,male,single,1,own,2,qualified employee,1,Low,7,27,used vehicle,5965000,1,car or other,0,0,2,delay in paying off loans in the past,0
1138817,36,male,single,1,own,3,employee,1,High,4,15,domestic appliances,1262000,4,building society savings agreement/life insurance,0,0,2,existing loans paid back duly till now,0
1255808,29,female,separated,1,rent,2,unskilled - resident,1,Low,0,24,electronic equipment,1659000,4,car or other,0,0,1,delay in paying off loans in the past,1
1841503,20,female,separated,1,rent,4,employee,1,Low,1,12,FF&E,1282000,2,car or other,0,0,1,existing loans paid back duly till now,1
1584674,47,male,separated,1,own,4,employee,1,Low,1,21,new vehicle,2353000,1,building society savings agreement/life insurance,0,0,2,delay in paying off loans in the past,0
1344883,36,male,single,1,own,1,qualified employee,1,Low,7,24,electronic equipment,1278000,4,real estate,0,0,1,existing loans paid back duly till now,0
1385836,33,male,married,1,own,3,unskilled - resident,1,Medium,0,12,electronic equipment,727000,4,car or other,0,0,1,existing loans paid back duly till now,1
1169619,66,female,separated,1,own,3,unskilled - resident,1,High,1,9,electronic equipment,790000,4,real estate,0,0,1,existing loans paid back duly till now,0
1750074,26,female,separated,1,own,4,employee,1,Low,0,24,electronic equipment,3181000,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
1366526,32,male,separated,1,own,3,employee,1,Low,0,24,electronic equipment,1938000,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1
1312718,33,female,separated,1,own,2,employee,1,Low,1,24,education,1927000,3,car or other,0,0,2,critical/pending loans at other banks,0
1223571,40,male,married,1,rent,2,employee,1,Low,1,15,electronic equipment,1386000,4,real estate,0,0,1,existing loans paid back duly till now,0
1405233,35,female,separated,1,own,1,unskilled - resident,1,Low,0,47,new vehicle,10722000,1,real estate,0,0,1,existing loans paid back duly till now,0
1699886,20,female,separated,1,own,1,employee,1,Very high,0,11,FF&E,1577000,4,real estate,0,0,1,existing loans paid back duly till now,0
1235848,40,male,married,1,own,3,unskilled - resident,1,Low,7,12,electronic equipment,1155000,3,real estate,0,1,2,existing loans paid back duly till now,0
1709277,42,female,separated,1,rent,3,employee,1,Very high,1,12,electronic equipment,409000,3,real estate,0,0,2,all loans at this bank paid back duly,0
1372926,27,male,single,1,own,2,qualified employee,1,Low,4,60,new vehicle,14027000,4,car or other,0,0,1,existing loans paid back duly till now,1
1612689,23,female,separated,1,own,2,unskilled - resident,1,Low,0,18,new vehicle,976000,1,car or other,0,0,1,existing loans paid back duly till now,1
1144294,36,female,separated,1,own,2,employee,1,Low,1,12,new vehicle,2247000,2,car or other,0,0,2,delay in paying off loans in the past,0
1596230,33,male,married,1,rent,2,employee,0,Low,1,20,new vehicle,2235000,4,building society savings agreement/life insurance,0,1,2,critical/pending loans at other banks,1
1687239,66,male,single,1,free,4,unemployed,1,High,1,12,new vehicle,1480000,2,car or other,0,0,3,critical/pending loans at other banks,0
1847909,28,female,separated,1,rent,4,qualified employee,1,Low,0,21,electronic equipment,2606000,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
1171493,41,female,separated,1,rent,2,qualified employee,1,Low,7,24,used vehicle,3868000,4,car or other,0,0,2,critical/pending loans at other banks,0
1106411,30,female,separated,1,own,1,employee,1,High,0,48,new vehicle,8358000,1,car or other,0,0,2,no loans taken/all loans paid back duly,0
1507864,28,male,single,1,own,4,employee,1,Low,1,24,FF&E,4169000,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
1234944,23,male,married,1,rent,1,employee,1,Low,0,12,electronic equipment,1534000,1,real estate,0,0,1,existing loans paid back duly till now,1
1662902,28,male,married,1,own,3,unskilled - resident,1,Low,4,6,electronic equipment,484000,3,real estate,0,1,1,existing loans paid back duly till now,0
1646485,24,female,separated,1,rent,2,employee,1,Low,4,6,electronic equipment,1554000,1,car or other,0,0,2,critical/pending loans at other banks,0
1527920,42,female,separated,1,own,4,employee,1,Low,7,24,electronic equipment,5084000,2,car or other,0,0,1,existing loans paid back duly till now,0
1731499,23,female,separated,1,own,4,employee,1,Low,0,18,repair costs,1943000,4,real estate,0,0,1,existing loans paid back duly till now,1
1365814,28,female,separated,1,own,3,employee,1,Medium,0,18,new vehicle,2278000,3,car or other,0,0,2,no loans taken/all loans paid back duly,1
1809085,44,male,single,1,own,4,employee,1,High,1,12,new vehicle,1163000,4,real estate,0,0,1,critical/pending loans at other banks,0
1492566,34,male,single,1,free,1,qualified employee,1,Low,4,24,used vehicle,2910000,2,car or other,0,0,1,existing loans paid back duly till now,0
1769463,41,male,single,2,own,4,unskilled - resident,1,Low,7,12,education,719000,4,car or other,0,0,1,existing loans paid back duly till now,1
1476071,42,male,single,1,own,4,qualified employee,1,Medium,7,36,new vehicle,8086000,2,car or other,0,0,4,delay in paying off loans in the past,1
1627071,35,female,separated,1,own,2,employee,0,Very high,4,12,FF&E,1592000,3,building society savings agreement/life insurance,0,0,1,critical/pending loans at other banks,0
1725992,41,male,single,2,own,2,employee,1,Low,7,36,FF&E,2712000,2,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1
1755205,64,female,separated,1,own,3,employee,1,Low,1,6,electronic equipment,753000,2,real estate,0,1,1,existing loans paid back duly till now,0
1722344,44,male,single,1,free,2,employee,1,High,1,48,new vehicle,10127000,2,car or other,0,0,1,critical/pending loans at other banks,1
1663400,60,female,separated,1,free,4,qualified employee,1,Medium,7,60,electronic equipment,14782000,3,car or other,0,0,2,all loans at this bank paid back duly,1
1487299,24,male,single,1,own,1,employee,1,Low,4,36,new vehicle,9271000,2,car or other,0,0,1,existing loans paid back duly till now,1
1700305,36,male,single,1,own,4,qualified employee,1,Low,7,21,used vehicle,3275000,1,car or other,0,0,1,critical/pending loans at other banks,0
1179715,57,female,separated,1,rent,4,employee,1,Very high,7,30,FF&E,3622000,4,building society savings agreement/life insurance,0,0,2,existing loans paid back duly till now,0
1163798,44,female,separated,2,free,4,qualified employee,1,Low,7,24,used vehicle,6419000,2,car or other,0,0,2,critical/pending loans at other banks,0
1454649,30,female,separated,1,own,3,qualified employee,1,Low,1,48,FF&E,5096000,2,car or other,0,0,1,critical/pending loans at other banks,1
1597372,42,male,single,1,free,4,employee,1,Low,1,60,education,6288000,4,car or other,0,0,1,existing loans paid back duly till now,1
1182073,25,male,married,1,rent,3,employee,1,High,0,18,electronic equipment,3213000,1,real estate,0,0,1,existing loans paid back duly till now,0
1802699,33,female,separated,1,own,4,employee,1,Low,1,18,FF&E,3244000,1,car or other,0,0,2,no loans taken/all loans paid back duly,0
1641977,66,male,single,1,free,4,qualified employee,1,Low,7,12,used vehicle,1526000,4,car or other,0,0,2,critical/pending loans at other banks,0
1532256,31,male,married,1,own,4,employee,1,Medium,7,20,used vehicle,6148000,3,car or other,0,0,2,no loans taken/all loans paid back duly,0
1324370,30,male,married,1,rent,3,qualified employee,1,Low,0,6,electronic equipment,2063000,4,car or other,0,0,1,existing loans paid back duly till now,0
1451745,30,male,single,1,own,2,qualified employee,1,Low,1,36,used vehicle,11054000,4,car or other,0,0,1,critical/pending loans at other banks,0
1461746,39,male,single,2,free,4,employee,1,Low,4,48,used vehicle,10297000,4,car or other,0,0,3,existing loans paid back duly till now,1
1321123,48,male,single,2,own,4,employee,0,Medium,7,9,repair costs,1288000,3,real estate,0,1,2,critical/pending loans at other banks,0
1436351,54,female,separated,1,rent,2,employee,1,Low,1,36,new vehicle,7432000,2,building society savings agreement/life insurance,0,0,1,delay in paying off loans in the past,0
1441760,37,male,single,1,free,4,employee,1,Low,1,36,new vehicle,12389000,1,car or other,0,0,1,existing loans paid back duly till now,1
1834069,47,male,single,1,free,4,employee,1,Low,1,18,FF&E,1984000,4,car or other,0,0,2,existing loans paid back duly till now,0
1769868,23,male,single,1,rent,4,employee,1,Very high,7,15,used vehicle,3368000,3,car or other,0,0,2,critical/pending loans at other banks,0
1529020,31,female,separated,1,own,2,qualified employee,1,High,4,21,new vehicle,2782000,1,car or other,0,0,1,existing loans paid back duly till now,0
1157193,35,male,single,1,free,4,employee,1,Low,1,15,electronic equipment,1471000,4,car or other,0,0,2,critical/pending loans at other banks,0
1213971,35,male,single,2,free,4,unskilled - resident,1,Low,1,36,education,9055000,2,car or other,0,0,1,existing loans paid back duly till now,0
1840431,25,male,single,1,own,2,employee,1,Low,1,12,electronic equipment,1262000,3,car or other,0,0,1,existing loans paid back duly till now,0
1754897,41,male,single,2,own,1,employee,1,Low,4,48,electronic equipment,3979000,4,car or other,0,0,2,existing loans paid back duly till now,0
1747933,27,male,single,1,own,3,employee,1,Low,4,21,business,3652000,2,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
1305749,39,male,single,1,own,4,unskilled - resident,1,Medium,4,12,business,1037000,3,real estate,0,0,1,existing loans paid back duly till now,0
1776853,45,female,separated,1,own,1,unskilled - resident,1,Low,0,18,FF&E,3049000,1,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
1134752,48,male,single,2,own,4,employee,1,Low,7,27,repair costs,5190000,4,building society savings agreement/life insurance,0,0,4,existing loans paid back duly till now,0
1714483,47,male,single,2,own,4,employee,1,Low,7,18,FF&E,3422000,4,building society savings agreement/life insurance,0,0,3,existing loans paid back duly till now,0
1586696,33,male,single,2,own,2,employee,1,Low,1,9,electronic equipment,3074000,1,real estate,0,0,2,critical/pending loans at other banks,0
1659170,22,male,married,1,own,1,unskilled - resident,1,Low,0,6,repair costs,454000,3,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
1175174,40,male,single,2,rent,4,unskilled - resident,1,Low,1,12,education,684000,4,car or other,0,0,1,existing loans paid back duly till now,1
1355517,30,male,single,1,own,2,unskilled - resident,1,Low,4,24,FF&E,2028000,2,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
1787350,22,female,separated,1,rent,4,employee,1,Low,0,18,FF&E,3650000,1,car or other,0,0,1,existing loans paid back duly till now,0
1867602,24,female,separated,1,own,4,employee,1,Low,7,20,FF&E,4272000,1,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
1586725,47,male,single,2,free,4,employee,1,Medium,1,36,education,12612000,1,car or other,0,0,1,existing loans paid back duly till now,1
1308726,68,male,single,1,free,3,unemployed,1,Low,1,16,new vehicle,1175000,2,car or other,0,0,3,critical/pending loans at other banks,0
1183707,59,female,separated,1,rent,3,employee,1,Low,7,48,business,6416000,4,car or other,0,0,1,all loans at this bank paid back duly,1
1428822,53,male,single,1,own,4,employee,1,High,7,24,FF&E,2835000,3,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
1443666,37,male,single,1,own,2,employee,1,Low,1,10,domestic appliances,1225000,2,car or other,0,0,1,existing loans paid back duly till now,0
1538125,24,male,single,1,own,1,employee,1,Low,1,36,electronic equipment,5848000,4,car or other,0,0,1,existing loans paid back duly till now,0
1851627,34,male,single,2,own,3,employee,1,Low,4,24,business,2825000,4,car or other,0,0,2,critical/pending loans at other banks,0
1586174,33,male,married,1,own,3,employee,1,Low,1,15,electronic equipment,1478000,4,real estate,0,0,2,delay in paying off loans in the past,0
1336695,25,male,single,1,own,2,employee,1,Low,1,9,FF&E,2136000,3,real estate,0,0,1,existing loans paid back duly till now,0
1349113,41,female,separated,1,own,2,unskilled - resident,1,Very high,1,6,new vehicle,250000,2,real estate,0,0,2,critical/pending loans at other banks,0
1853266,49,male,single,1,own,4,unskilled - resident,1,Low,7,30,electronic equipment,3656000,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
1529209,38,male,single,2,free,4,employee,1,Low,1,48,business,6681000,4,car or other,0,0,1,delay in paying off loans in the past,0
1888544,25,female,separated,1,own,1,employee,1,Low,4,18,electronic equipment,3509000,4,real estate,0,1,1,existing loans paid back duly till now,0
1226103,30,male,married,1,own,3,employee,1,Low,7,21,new vehicle,1602000,4,car or other,0,0,2,critical/pending loans at other banks,0
1892811,29,female,separated,1,own,1,employee,1,Low,0,6,electronic equipment,683000,2,building society savings agreement/life insurance,0,0,1,delay in paying off loans in the past,0
1175864,26,female,separated,1,rent,4,employee,1,Low,7,24,used vehicle,2812000,2,real estate,0,0,1,existing loans paid back duly till now,0
1604148,34,female,separated,1,own,4,employee,1,Low,0,36,new vehicle,1842000,4,car or other,0,0,1,existing loans paid back duly till now,1
1620731,27,male,single,1,free,2,qualified employee,1,Low,0,9,new vehicle,1422000,3,car or other,0,0,1,existing loans paid back duly till now,1
1286651,36,male,single,1,rent,4,employee,1,Low,7,60,business,7297000,4,car or other,1,0,1,existing loans paid back duly till now,1
1269451,32,male,single,1,own,2,employee,1,Low,1,12,education,701000,4,car or other,0,0,2,critical/pending loans at other banks,0
1771663,62,male,separated,1,own,4,employee,1,High,1,6,domestic appliances,1338000,1,real estate,0,0,1,existing loans paid back duly till now,0
1774959,27,male,single,1,own,1,employee,1,Medium,0,12,new vehicle,1995000,4,car or other,0,0,1,critical/pending loans at other banks,0
1165234,36,female,separated,1,own,4,unskilled - resident,1,Very high,7,21,business,1572000,4,real estate,0,0,1,existing loans paid back duly till now,0
1753115,37,female,separated,1,rent,4,employee,1,High,4,12,FF&E,1402000,3,car or other,0,0,1,critical/pending loans at other banks,0
1648432,30,female,separated,1,own,2,employee,1,Very high,4,15,FF&E,960000,3,building society savings agreement/life insurance,0,0,2,delay in paying off loans in the past,0
1376069,66,male,single,1,own,3,unskilled - resident,1,High,1,12,electronic equipment,766000,4,real estate,0,0,1,existing loans paid back duly till now,1
1865216,29,male,single,1,own,2,employee,1,Low,4,36,FF&E,5179000,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1
1873693,35,male,single,1,own,2,unemployed,1,Low,0,9,new vehicle,1549000,4,real estate,0,0,1,existing loans paid back duly till now,0
1774355,25,female,separated,1,own,2,unskilled - resident,1,Medium,1,15,repair costs,2631000,3,real estate,0,0,1,existing loans paid back duly till now,0
1516902,25,female,separated,1,rent,3,employee,1,Low,0,12,FF&E,2969000,4,building society savings agreement/life insurance,0,0,2,no loans taken/all loans paid back duly,1
1172292,60,male,single,1,own,4,unskilled - resident,1,Low,7,24,new vehicle,1199000,4,car or other,0,0,2,critical/pending loans at other banks,1
1718184,22,female,separated,1,rent,4,employee,1,Low,0,9,electronic equipment,1366000,3,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1
1230615,36,male,single,1,rent,4,qualified employee,1,Medium,4,24,business,6967000,4,car or other,0,0,1,delay in paying off loans in the past,0
1891556,34,male,single,1,own,4,qualified employee,1,Low,7,36,new vehicle,6614000,4,car or other,0,0,2,critical/pending loans at other banks,0
1168229,47,male,married,1,free,3,employee,1,Low,0,24,electronic equipment,5103000,3,car or other,0,0,3,critical/pending loans at other banks,0
1462018,27,male,married,1,own,3,employee,1,Medium,4,24,new vehicle,2463000,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
1213257,20,female,separated,1,rent,3,employee,1,Very high,4,15,new vehicle,3186000,2,car or other,0,0,1,existing loans paid back duly till now,0
1217305,23,female,separated,1,rent,2,employee,1,Medium,4,24,electronic equipment,1553000,3,building society savings agreement/life insurance,0,0,2,delay in paying off loans in the past,0
1545916,41,male,single,2,own,4,unskilled - resident,1,Low,0,6,new vehicle,662000,3,real estate,0,0,1,existing loans paid back duly till now,0
1113782,39,male,single,1,own,4,unskilled - resident,0,Low,4,8,new vehicle,3398000,1,real estate,0,0,2,critical/pending loans at other banks,0
1473941,43,female,separated,1,own,2,unskilled - resident,1,Low,1,15,electronic equipment,1459000,4,car or other,0,0,1,critical/pending loans at other banks,0
1703409,63,male,single,1,free,4,qualified employee,1,Low,7,60,new vehicle,13756000,2,car or other,0,0,1,critical/pending loans at other banks,0
1303121,61,male,separated,1,rent,2,unskilled - resident,1,Medium,7,21,business,2767000,4,car or other,0,0,2,existing loans paid back duly till now,1
1651983,23,female,separated,1,own,4,employee,1,High,1,33,FF&E,4281000,1,car or other,0,0,2,critical/pending loans at other banks,1
1630681,45,male,single,2,free,4,employee,1,Low,7,15,used vehicle,1300000,4,car or other,0,0,1,existing loans paid back duly till now,0
1215207,21,female,separated,1,rent,3,employee,1,Low,1,27,new vehicle,2570000,3,real estate,0,0,1,existing loans paid back duly till now,1
1492967,27,male,married,1,own,3,unskilled - resident,1,Low,0,24,career development,937000,4,car or other,0,0,2,existing loans paid back duly till now,0
1771489,42,male,single,1,own,4,qualified employee,1,Low,7,60,new vehicle,10366000,2,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
1662555,61,male,married,1,own,3,employee,1,Very high,1,15,repair costs,1512000,3,building society savings agreement/life insurance,0,0,2,delay in paying off loans in the past,1
1657898,47,female,separated,1,free,2,employee,1,Medium,7,24,electronic equipment,1377000,4,car or other,0,0,1,existing loans paid back duly till now,0
1775542,28,male,married,1,own,2,employee,1,Low,0,24,new vehicle,1249000,4,real estate,0,0,1,existing loans paid back duly till now,0
1187072,36,male,single,2,own,4,employee,1,Medium,7,24,electronic equipment,2872000,3,real estate,0,0,1,critical/pending loans at other banks,0
1412577,28,male,single,1,own,2,employee,1,Low,4,24,electronic equipment,2284000,4,car or other,0,0,1,existing loans paid back duly till now,0
1175107,29,male,single,1,own,3,employee,1,Low,1,18,electronic equipment,1169000,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
1225173,33,female,separated,1,rent,4,employee,1,Low,7,18,new vehicle,3966000,1,real estate,0,0,3,critical/pending loans at other banks,1
1774767,26,female,separated,1,rent,2,employee,1,Low,1,9,FF&E,1388000,4,real estate,0,0,1,existing loans paid back duly till now,0
1193245,53,male,single,1,own,4,employee,1,Low,7,24,electronic equipment,2424000,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
1304185,29,male,single,1,own,3,qualified employee,1,Low,1,24,electronic equipment,11328000,2,car or other,1,0,2,existing loans paid back duly till now,1
1279507,40,male,single,2,own,4,unskilled - resident,0,Low,0,6,new vehicle,1361000,2,real estate,0,0,1,critical/pending loans at other banks,0
1448066,50,male,single,1,own,2,employee,1,Low,7,21,FF&E,2241000,4,real estate,0,0,2,existing loans paid back duly till now,0
1455390,46,male,single,2,free,4,employee,1,Low,4,48,new vehicle,3931000,4,car or other,0,0,1,existing loans paid back duly till now,1
1156764,65,male,single,1,own,4,employee,1,Low,7,21,new vehicle,571000,4,real estate,0,0,2,critical/pending loans at other banks,0
1562605,36,male,single,1,own,3,employee,1,Low,4,30,electronic equipment,6742000,2,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
1826763,49,male,separated,1,own,2,unskilled - resident,1,Low,1,12,new vehicle,640000,4,real estate,0,0,1,existing loans paid back duly till now,0
1559877,26,female,separated,1,own,2,employee,1,Low,0,48,FF&E,9960000,1,car or other,0,0,1,existing loans paid back duly till now,1
1892474,21,male,single,2,rent,4,unskilled - resident,1,Low,1,24,electronic equipment,1987000,2,real estate,0,0,1,existing loans paid back duly till now,1
1649933,27,male,single,1,own,2,employee,1,Low,4,10,electronic equipment,1347000,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
1173975,38,male,single,2,own,3,unskilled - resident,1,Low,1,12,FF&E,708000,2,building society savings agreement/life insurance,0,1,1,existing loans paid back duly till now,0
1893730,38,male,single,2,own,4,employee,1,Medium,0,24,electronic equipment,1216000,4,car or other,0,0,2,critical/pending loans at other banks,1
1170672,27,male,married,1,own,2,employee,1,Low,1,12,new vehicle,1101000,3,real estate,0,0,2,existing loans paid back duly till now,0
1662684,36,male,separated,1,own,3,employee,1,Low,4,12,new vehicle,1372000,2,car or other,0,0,1,existing loans paid back duly till now,1
1698484,23,male,single,1,own,2,employee,1,Low,1,36,electronic equipment,3913000,2,real estate,0,0,1,existing loans paid back duly till now,0
1420000,28,male,single,1,own,3,unskilled - resident,1,Low,1,9,new vehicle,654000,4,car or other,0,0,1,existing loans paid back duly till now,1
1194650,57,female,separated,1,free,4,unskilled - resident,1,Low,7,12,education,2748000,2,car or other,0,0,3,critical/pending loans at other banks,0
1660770,27,male,single,1,own,4,employee,1,Medium,1,45,used vehicle,4576000,3,car or other,0,0,1,critical/pending loans at other banks,0
1839770,28,male,single,2,own,4,employee,1,Low,7,6,electronic equipment,1068000,4,car or other,0,0,1,existing loans paid back duly till now,0
1859102,60,male,separated,1,own,4,qualified employee,1,Low,1,20,used vehicle,6468000,1,real estate,0,0,1,existing loans paid back duly till now,0
1691733,45,male,married,1,own,1,unskilled - resident,1,Low,7,12,career development,339000,4,car or other,0,0,1,all loans at this bank paid back duly,0
1808244,29,female,separated,1,own,2,employee,1,Low,1,15,new vehicle,3959000,3,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1
1837579,49,female,separated,1,own,1,employee,1,Low,7,6,FF&E,428000,2,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
1323870,63,male,single,1,own,4,employee,1,Low,7,60,business,6836000,3,car or other,0,0,2,delay in paying off loans in the past,1
1425297,31,female,separated,1,rent,4,employee,1,Low,0,10,used vehicle,2901000,1,real estate,0,0,1,existing loans paid back duly till now,0
1537731,63,male,single,1,own,4,unskilled - resident,1,Low,7,12,electronic equipment,1655000,2,real estate,0,0,2,critical/pending loans at other banks,0
1698579,30,female,separated,1,own,2,employee,0,Low,0,24,FF&E,7721000,1,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
1396015,29,female,separated,1,own,1,qualified employee,1,Low,0,24,used vehicle,2679000,4,car or other,0,0,1,existing loans paid back duly till now,0
1319710,25,female,separated,1,own,3,unskilled - resident,1,Low,0,15,electronic equipment,2327000,2,real estate,0,0,1,existing loans paid back duly till now,1
1426103,28,male,married,1,own,2,employee,1,Low,1,12,electronic equipment,776000,4,real estate,0,0,1,existing loans paid back duly till now,0
1231297,22,female,separated,1,own,1,employee,1,Low,1,12,electronic equipment,1567000,1,car or other,0,0,1,existing loans paid back duly till now,0
1797961,27,female,separated,1,own,1,employee,1,Medium,1,6,electronic equipment,1237000,1,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
1622389,45,male,single,1,own,2,unskilled - resident,1,Low,1,28,new vehicle,4006000,3,car or other,0,0,1,existing loans paid back duly till now,1
1876616,37,male,single,1,own,4,employee,1,Low,4,36,new vehicle,3535000,4,car or other,0,0,2,critical/pending loans at other banks,0
1174819,27,male,single,1,own,2,unskilled - resident,1,Low,1,14,new vehicle,802000,4,car or other,0,0,2,delay in paying off loans in the past,0
1483329,27,male,single,1,own,2,qualified employee,1,Low,1,24,electronic equipment,6314000,4,car or other,1,0,2,critical/pending loans at other banks,0
1355404,29,male,married,1,rent,4,employee,1,Low,4,42,electronic equipment,7166000,2,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
1331312,55,male,single,2,free,4,employee,1,Very high,7,12,repair costs,1555000,4,car or other,0,0,2,delay in paying off loans in the past,1
1839877,24,male,single,1,own,2,unskilled - resident,0,Low,4,21,new vehicle,3763000,2,real estate,1,0,1,existing loans paid back duly till now,0
1713632,54,male,single,1,own,4,employee,1,Very high,7,12,new vehicle,1318000,4,real estate,0,0,1,existing loans paid back duly till now,0
1391760,29,male,single,1,own,3,employee,1,Medium,4,9,new vehicle,1437000,2,car or other,0,0,1,all loans at this bank paid back duly,1
1505713,29,female,separated,1,own,2,employee,1,Low,0,12,electronic equipment,2171000,2,car or other,0,0,1,existing loans paid back duly till now,0
1331183,23,female,separated,1,rent,3,employee,1,Low,0,18,new vehicle,1216000,4,car or other,0,0,1,existing loans paid back duly till now,1
1321430,25,male,single,1,own,2,employee,1,Low,0,24,electronic equipment,3105000,4,car or other,0,0,2,existing loans paid back duly till now,0
1326318,35,female,separated,1,own,4,employee,1,Low,0,24,electronic equipment,2439000,4,real estate,0,0,1,existing loans paid back duly till now,1
1817813,55,female,separated,2,free,4,unemployed,1,Low,1,18,repair costs,1190000,2,car or other,0,0,3,critical/pending loans at other banks,1
1902571,33,male,separated,1,own,1,employee,1,Low,0,42,business,6289000,2,building society savings agreement/life insurance,0,0,2,no loans taken/all loans paid back duly,0
1730202,34,female,separated,2,own,3,employee,1,Very high,4,24,new vehicle,1525000,4,car or other,0,0,1,existing loans paid back duly till now,0
1841686,46,male,single,1,own,4,employee,1,Very high,7,18,electronic equipment,1582000,4,car or other,0,0,2,critical/pending loans at other banks,0
1597948,20,male,married,1,rent,4,employee,1,Low,1,12,electronic equipment,585000,4,real estate,1,0,2,delay in paying off loans in the past,0
1584896,22,male,married,1,rent,2,employee,1,Medium,0,24,electronic equipment,3092000,3,car or other,0,0,1,existing loans paid back duly till now,1
1621669,24,female,separated,1,own,2,employee,1,Low,1,6,electronic equipment,932000,3,real estate,0,0,1,delay in paying off loans in the past,0
1875017,30,male,single,2,rent,4,employee,1,Low,4,12,new vehicle,2002000,3,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
1590101,30,male,married,1,own,2,qualified employee,1,Low,1,18,new vehicle,1820000,2,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
1212992,28,male,single,1,own,2,employee,1,Very high,1,18,FF&E,2659000,4,car or other,0,0,1,existing loans paid back duly till now,0
1850736,29,male,single,1,own,2,unskilled - resident,1,Low,0,24,FF&E,2333000,4,building society savings agreement/life insurance,0,0,1,delay in paying off loans in the past,0
1866309,48,male,single,1,own,2,unskilled - resident,1,Low,7,24,electronic equipment,1743000,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
1279502,33,female,separated,1,own,2,employee,1,Low,1,18,FF&E,1131000,4,car or other,0,0,1,existing loans paid back duly till now,1
1181133,32,female,separated,1,own,2,qualified employee,0,Low,1,48,electronic equipment,18424000,1,building society savings agreement/life insurance,0,0,1,no loans taken/all loans paid back duly,1
1126684,45,male,single,1,own,1,employee,1,Low,7,24,new vehicle,2303000,4,real estate,1,0,1,existing loans paid back duly till now,1
1314021,63,male,single,1,own,4,employee,1,Low,7,30,used vehicle,7596000,1,car or other,0,0,2,critical/pending loans at other banks,0
1121978,45,male,single,1,own,2,qualified employee,1,Medium,7,39,used vehicle,8588000,4,car or other,0,0,1,existing loans paid back duly till now,0
1621154,44,male,separated,1,own,4,employee,1,Low,0,20,new vehicle,3485000,2,real estate,0,0,2,critical/pending loans at other banks,0
1131444,49,male,single,1,own,4,unskilled - resident,1,Low,4,18,electronic equipment,1445000,4,car or other,0,0,1,all loans at this bank paid back duly,0
1755306,35,female,separated,1,own,2,employee,1,Low,1,12,electronic equipment,1291000,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
1629759,24,male,single,1,own,1,unskilled - resident,0,Low,0,24,FF&E,1747000,4,building society savings agreement/life insurance,1,0,1,existing loans paid back duly till now,0
1827797,33,male,single,1,own,2,employee,0,Low,1,8,electronic equipment,1414000,4,real estate,0,1,1,existing loans paid back duly till now,0
